Country,Year,Unemployment.x,GDP,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Density,Urbanization,Population,log_GDP,Unemployment,Unemployment_lag
Germany,2000,7.92,1947980000000,11109.741,9329.591,9014.978,9025.206,8537.765,8678.853,12387.01,15411.529,16514.654,16232.121,20249.138,23453.063,26538.126,25602.881,27233.717,31829.61,30664.393,27170.747,27528.158,26984.243,23924.876,23869.773,25460.334,30668.849,34534.814,35020.197,36894.468,42299.862,46367.716,42338.844,42379.71,46697.376,43883.393,46299.227,48035.95,41107.096,42124.196,44636.833,47961.181,46810.283,46711.984,51460.987,48756.309,52823.575,56036.84,59134.893,61807.178,63592.903,65212.393,240,64324835,83132799,28.297814054155733,7.92,7.92
Djibouti,2000,28.678,551230861.9,0,0,0,0,0,0,0,0,0,0,1076.215,1070.407,1091.835,1058.462,1109.77,1109.097,1078.124,1068.48,1061.623,1084.925,1088.219,1106.677,1121.167,1160.467,1212.849,1271.217,1359.487,1478.419,1692.43,1722.341,1837.212,2038.56,2190.283,2314.559,2470.925,2652.513,2803.689,2926.153,3038.268,3172.748,3223.83,3378.403,3604.101,3761.241,4026.415,4300.275,4573.431,4866.029,5179.439,43,758549,973560,20.127664266480934,28.678,28.678
Denmark,2000,4.48,164158000000,13886.37,12076.174,11801.273,11852.891,11561.767,12259.279,17215.426,21349.948,22528.114,21913.155,26920.581,27052.653,29622.474,27640.496,30050.878,35471.255,35732.689,32897.57,33426.974,33492.354,30798.717,30806.607,33275.556,40512.045,46571.283,48872.095,52121.249,58641.193,64531.119,58286.537,58177.162,61864.093,58623.414,61325.575,62729.499,53478.495,54862.848,57772.553,61724.492,59678.596,60926.877,69466.552,68294.907,71402.141,72940.263,75583.891,78430.826,81237.153,84180.109,137,5119978,5818553,25.824095215618733,4.48,4.48
Dominican Republic,2000,6.43,24305781112,1534.317,1677.447,1545.099,1562.13,2397.598,1022.611,1212.354,1245.272,1113.835,1230.744,1123.244,1365.232,1573.686,1741.669,1916.439,2141.061,2309.916,2495.032,2658.543,2674.828,2894.303,3007.381,3158.393,2460.554,2540.849,4008.356,4188.715,4803.473,5194.799,5151.172,5688.751,6063.35,6274.865,6413.934,6805.662,7139.507,7521.268,7874.941,8340.961,8595.18,7553.509,8962.314,10711.156,11248.789,11825.004,12587.301,13405.066,14248.56,15145.686,225,8787475,10738958,23.91398006484143,6.43,6.43
Algeria,2000,29.77,54790398813,2268.607,2305.505,2254.328,2316.679,2432.717,2753.697,2698.915,2705.111,2143.742,2127.866,2473.512,1819.984,1873.422,1894.946,1542.974,1499.143,1643.265,1658.732,1633.09,1630.071,1794.695,1768.577,1806.86,2128.386,2636.479,3141.027,3508.959,3986.564,4943.502,3890.524,4480.719,5447.6,5575.653,5477.055,5466.329,4153.322,3918.941,4014.707,4106.997,3953.402,3321.601,3659.709,4306.82,4874.706,5130.36,5243.056,5335.671,5355.284,5365.19,18,31510100,43053054,24.726780811408005,29.77,29.77
East Asia & Pacific (excluding high income),2000,3.409896581,1734220000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.18157886051816,3.409896581,3.409896581
Early-demographic dividend,2000,7.111640628,3386370000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.85077966714861,7.111640628,7.111640628
East Asia & Pacific,2000,3.539362791,8374970000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.75626861154371,3.539362791,3.539362791
Europe & Central Asia (excluding high income),2000,10.90312402,662866000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.21983869509109,10.90312402,10.90312402
Europe & Central Asia,2000,9.791299674,10066400000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.94022426122417,9.791299674,9.791299674
Ecuador,2000,4.8,18327764882,2097.141,2087.382,2026.375,1732.499,1794.733,2044.313,1461.92,1332.147,1234.671,1182.529,1173.126,1286.617,1375.712,1572.842,1858.323,1980.373,2037.13,2253.233,2257.861,1598.768,1461.838,1909.424,2180.386,2434.977,2700.118,3025.012,3351.476,3588.311,4267.473,4241.938,4633.247,5192.875,5664.886,6030.502,6347,6099.351,6046.302,6216.606,6318.477,6260.603,5670.33,5978.915,6389.424,6500.047,6630.077,6769.741,6924.376,7127.866,7335.584,71,11116711,17373662,23.631682953665255,4.8,4.8
"Egypt, Arab Rep.",2000,8.98,99838543960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.326820157727212,8.98,8.98
Euro area,2000,9.427740802,6495760000000,0,0,0,0,0,0,0,0,0,0,0,19403.709,21320.845,19289.703,20305.942,23907.717,24220.822,21702.671,22061.824,22046.82,20041.027,20285.207,22037.927,26997.512,30789.296,31756.198,33586.553,38527.676,42140.674,38320.873,37429.211,40426.457,37412.152,38951.153,39684.618,34212.154,34950.556,36938.566,39865.205,39000.77,37915.127,42404.398,40819.144,44566.391,46925.525,49066.739,50981.078,52480.132,53943.373,NA,NA,NA,29.502170772292605,9.427740802,9.427740802
Eritrea,2000,5.616,706370815.6,0,0,0,0,0,0,0,0,0,0,0,0,268.192,167.084,195.44,219.091,263.808,270.574,283.919,274.584,238.508,245.162,227.498,258.933,315.55,300.697,321.219,340.334,301.238,415.601,501.424,642.502,693.804,596.754,786.54,603.193,655.424,557.857,580.845,566.731,0,0,0,0,0,0,0,0,0,35,1149670,6333135,20.37565089213103,5.616,5.616
Spain,2000,13.79,598363000000,6128.024,5381.909,5171.535,4501.838,4471.654,4694.759,6477.301,8187.29,9598.667,10566.133,13693.638,14697.501,16013.155,13409.697,13419.62,15475.607,16095.75,14782.949,15457.11,15814.188,14761.108,15400.911,17097.916,21501.074,24932.129,26438.031,28414.133,32588.562,35484.39,32131.382,30566.877,31676.69,28344.913,29094.337,29537.627,25776.217,26549.363,28211.927,30438.338,29603.298,26968.374,30563.552,29799.745,33090.238,34932.613,36372.935,37578.479,38580.996,39618.83,94,37927409,47076781,27.117463430144227,13.79,13.79
Estonia,2000,13.36,5686579748,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.189,1711.271,2721.005,3379.95,3686.89,4096.127,4151.432,4084.938,4516.219,5358.418,7216.265,8923.191,10426.689,12657.064,16764.936,18273.297,14756.39,14696.814,17484.728,17414.24,19056.283,20253.974,17403.806,18290.293,20430.567,23176.358,23584.26,23546.32,27716.897,28136.261,30998.324,33017.707,34976.48,37001.997,38852.932,40741.327,31,916024,1331824,22.461374805582583,13.36,13.36
Ethiopia,2000,3.508,8242349955,227.616,228.061,233.306,251.399,229.991,260.757,262.316,271.537,272.448,277.391,284.636,304.279,310.307,186.665,160.749,151.063,163.498,155.766,137.366,128.578,136.056,131.565,123.874,132.704,152.16,181.49,218.637,266.894,350.57,373.199,341.103,377.694,510.537,548.869,622.592,707.975,790.789,822.704,839.861,948.851,969.014,974.185,1156.478,1473.36,1787.176,2047.666,2244.608,2415.007,2602.748,115,23788710,112078730,22.83255132892281,3.508,3.508
European Union,2000,9.830654814,7276640000000,8551.64,7525.547,7271.924,7090.118,6811.605,7000.014,9572.726,11705.068,12891.149,13071.482,15991.456,16961.557,18204.889,16315.755,17285.463,19552.684,19842.223,18201.041,18744.739,18628.008,17066.182,17303.545,18868.09,23119.124,26484.175,27544.487,29295.782,33836.256,37343.114,33722.254,33260.463,35927.873,33338.579,34762.658,35535.47,30697.965,31380.778,33313.276,36019.757,35289.773,34513.79,38842.426,37529.182,41114.208,43300.47,45374.572,47289.855,48846.217,50338.948,NA,NA,NA,29.615690333133944,9.830654814,9.830654814
Fragile and conflict affected situations,2000,5.959323249,525923000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.988420651135677,5.959323249,5.959323249
Finland,2000,11.13,126020000000,11257.795,10990.447,11036.936,10545.058,10889.934,11488.754,14998.341,18632.076,22122.56,24040.639,28489.569,25646.579,22496.237,17661.586,20429.387,26347.514,25833.03,24759.979,26074.066,26241.797,24379.783,25001.18,27008.262,32961.92,37816.081,39147.216,41308.623,48590.198,53897.91,47541.746,46647.002,51263.574,47850.555,50006.019,50434.791,42867.09,43865.756,46437.211,50032.02,48667.723,49168.162,53664.908,51029.52,54507.139,56157.015,58085.556,60209.948,62203.895,64324.699,18,4716888,5520314,25.55970646146032,11.13,11.13
Fiji,2000,4.912,1678219508,2056.073,2062.163,1941.771,1781.084,1828.856,1744.388,1954.085,1776.896,1672.492,1747.117,1959.194,2012.454,2208.958,2339.817,2590.933,2775.116,2975.914,2905.473,2282.246,2656.26,2286.992,2238.548,2467.527,3079.607,3601.622,3943.27,4041.487,4405.164,4535.432,3673.958,4004.674,4797.051,5017.72,5268.164,5611.185,5385.516,5620.575,6049.889,6272.733,6084.97,4926.673,4758.647,5474.303,6024.783,6490.3,6856.479,7210.779,7572.416,7943.205,49,505048,889953,21.240999251692113,4.912,4.912
France,2000,10.22,1365640000000,13069.505,11456.04,10822.037,10292.761,9697.432,10108.561,13947.316,16793.955,18240.997,18236.767,22490.289,22406.387,24590.746,23082.715,24262.184,27741.294,27720.861,25028.466,25818.37,25550.782,23212.45,23245.258,25137.402,30682.636,35016.219,36057.117,37795.916,43060.031,47155.211,43190.972,42178.577,45419.973,42372.071,44144.638,44616.455,37937.861,38348.507,40134.128,43060.59,41924.837,40529.093,45201.234,42349.887,46315.204,48222.644,50101.179,51799.719,53133.98,54445.159,119,54123364,67059887,27.942644299151738,10.22,10.22
Gabon,2000,17.391,5080483628,6093.615,5376.616,4930.527,4619.015,4346.388,4478.468,5735.355,4245.955,4581.144,4899.234,6815.634,5993.32,6015.511,5677.618,4293.942,4956.842,5552.917,5068.093,4161.617,4222.734,4477.321,4065.933,4210.284,5015.596,5837.617,6942.698,7271.093,8652.145,10418.276,7856.853,8933.306,10893.464,9903.41,9760.747,9746.786,7453.114,7082.218,7370.349,8198.56,8086.528,7276.301,9476.107,9770.921,8831.823,8969.103,9116.054,9338.729,9488.858,9737.749,9,1949694,2172579,22.34867229636755,17.391,17.391
United Kingdom,2000,5.56,1666050000000,10737.621,10442.314,9938.569,9464.699,8952.368,9499.687,11558.572,14337.544,17400.678,17668.685,20933.055,21762.326,22422.653,20041.695,21489.717,23204.632,24466.578,26788.332,28306.433,28793.321,28347.704,27897.127,30129.415,34516.913,40434.576,42170.81,44613.883,50457.549,47918.324,38969.675,39736.208,42147.693,42489.953,43492.461,47476.188,45085.336,41275.864,40666.831,43377.759,42797.258,40347.364,46421.611,45461.066,48912.776,52426.295,55731.923,59189.816,62613.31,65893.77,281,55908316,66834405,28.14147667122765,5.56,5.56
Georgia,2000,10.82,3057475335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.501,413.486,688.363,818.054,869.519,690.373,763.707,820.006,875.188,1034.533,1338.086,1682.527,2052.257,2700.417,3419.915,2890.71,3221.628,4003.46,4409.627,4622.549,4742.498,4017.622,4060.893,4358.594,4718.794,4693.66,4263.133,4995.154,6670.727,8164.861,8573.084,9330.625,10128.285,10985.871,11813.614,57,2196476,3720382,21.84085535844482,10.82,10.82
Ghana,2000,10.46,4982849054,3489.497,5537.473,6271.521,4114.248,1391.717,1213.391,1094.395,895.18,930.23,924.067,1045.595,1142.797,1102.843,881.079,793.796,918.741,950.015,945.584,1002.604,1012.277,606.501,630.698,714.42,860.469,973.287,1151.305,1320.283,1520.642,1688.077,1477.649,1757.045,2131.746,2197.908,2405.768,2003.714,1784.248,1982.239,2086.598,2275.772,2265.715,2274.572,2535.468,2251.822,2328.97,2241.865,2216.627,2304.593,2396.33,2493.963,137,17249054,30792608,22.329267663593402,10.46,10.46
Guinea,2000,4.59,2995361112,0,0,0,0,0,0,0,0,0,0,616.321,660.444,678.626,639.332,626.432,655.749,656.708,628.192,591.511,557.831,461.784,427.879,444.663,517.03,534.339,470.57,426.419,628.711,675.387,637.478,630.549,607.035,645.096,713.128,728.729,712.025,679.964,796.038,891.887,986.528,1008.688,1106.49,1383.633,1542.757,1642.991,1729.495,1811.055,1897.614,1987.196,53,4661505,12771246,21.820330632865016,4.59,4.59
"Gambia, The",2000,8.47,782913866,1007.791,907.551,827.984,800.7,552.842,645.904,484.263,623.605,695.347,701.786,790.827,801.579,830.589,840.415,804.334,815.289,826.192,818.814,815.332,811.257,766.199,737.063,631.566,581.319,642.755,665.721,662.362,780.379,924.514,833.282,860.639,762.761,742.78,700.515,607.429,649.511,683.998,676.656,729.035,768.921,747.886,820.584,841.947,903.293,985.409,1034.863,1069.289,1102.232,1135.385,NA,NA,NA,20.478533242795514,8.47,8.47
Guinea-Bissau,2000,3.017,371095522,370.185,463.692,516.549,570.682,388.702,559.368,534.912,444.504,406.033,478.384,571.817,787.213,843.597,636.881,344.118,725.815,676.103,628.438,517.661,496.411,327.943,338.362,374.5,435.072,447.804,482.181,467.998,543.408,672.251,613.569,644.344,775.206,688.497,711.927,712.826,707.897,748.089,864.141,894.667,836.954,838.847,930.098,905.854,1028.223,1103.076,1171.25,1241.907,1308.639,1372.76,70,840922,1920922,19.731970059129672,3.017,3.017
Equatorial Guinea,2000,7.999,1045998496,123.403,109.806,121.292,126.408,130.117,205.657,241.443,284.263,296.908,253.241,312.102,299.071,351.662,343.493,245.881,333.846,527.121,965.017,777.254,1251.452,1885.985,2616.487,3107.854,5424.13,8214.073,10810.445,12743.347,15782.688,22834.435,16596.742,17153.165,21479.995,21556.417,20252.748,19271.286,11217.985,9202.539,9624.532,9968.089,8355.342,7035.452,8447.959,7853.892,6502.187,6500.433,6325.008,6191.038,6132.928,6130.079,50,984812,1355986,20.7682377647296,7.999,7.999
Greece,2000,11.24,130458000000,5948.338,5422.719,5623.949,5050.617,4895.538,4832.513,5670.998,6577.906,7632.671,7879.246,9679.36,10282.907,11234.206,10451.791,11122.921,12997.524,13776.698,13484.135,13526.691,13901.672,12268.253,12579.412,14185.463,18534.613,22015.2,22608.39,24858.594,28900.031,32173.506,29829.303,26743.4,25437.01,21845.045,21712.016,21554.224,18023.869,17906.08,18552.181,19750.743,19140.988,17611.953,20135.275,20960.097,23173.056,24512.895,25516.793,26442.909,27152.765,27873.83,81,8507474,10716322,25.594317172827388,11.24,11.24
Guatemala,2000,2.75,19288928616,1070.284,1140.215,1126.186,1139.957,1163.059,1338.718,705.755,796.957,841.769,946.757,813.346,967.343,1044.285,1111.333,1227.018,1349.852,1408.114,1559.741,1658.175,1529.954,1555.567,1654.953,1795.772,1847.291,1951.798,2151.742,2336.955,2556.76,2873.086,2654.1,2836.06,3172.124,3267.792,3397.625,3632.101,3825.882,3982.02,4234.379,4251.613,4388.497,4337.784,4708.382,5097.593,5407.238,5747.711,6047.541,6361.75,6698.866,7059.762,167,8540945,16604026,23.682797121419576,2.75,2.75
Guyana,2000,11.89,712667896.7,1101.855,1055.839,904.864,921.541,861.055,924.305,1053.703,982.258,1125.871,1146.242,950.968,1036.884,1145.783,1392.984,1626.898,1832.399,2048.527,2161.647,2035.856,2010.769,2017.2,2023.617,2092.961,2144.109,2232.996,2305.907,2551.768,2982.217,3329.637,3457.367,3837.303,4402.775,5360.276,5476.744,5402.703,5579.974,5796.819,6104.158,6120.536,6594.375,6952.702,9707,18353.123,20564.643,25512.998,29452.915,34813.602,35896.395,37106.319,4,208912,782766,20.384526086838505,11.89,11.89
High income,2000,6.536682287,27764100000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.954764935185885,6.536682287,6.536682287
"Hong Kong SAR, China",2000,4.92,171669000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.868834041082675,4.92,4.92
Honduras,2000,3.855,7186638029,1080.431,1066.902,1091.787,1111.123,1183.298,1232.425,1287.141,1362.483,1469.405,1635.7,993.487,911.761,942.61,919.585,836.608,948.437,888.005,948.716,1023.397,1003.065,1093.106,1133.185,1134.068,1158.179,1217.816,1308.089,1430.056,1583.048,1739.357,1789.707,1904.346,2088.311,2144.337,2102.595,2206.056,2302.204,2342.024,2451.936,2506.62,2568.062,2380.029,2796.449,3062.199,3245.018,3366.283,3484.62,3622.488,3769.577,3921.422,89,5626433,9746117,22.695489309478134,3.855,3.855
Heavily indebted poor countries (HIPC),2000,5.148172594,177568000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.902619471089903,5.148172594,5.148172594
Croatia,2000,16.06,22128719418,0,0,0,0,0,0,0,0,0,0,0,0,120.012,1590.721,3683.337,4637.896,4917.393,4832.846,5324.47,5179.459,5053.534,5363.191,6216.126,8191.304,9718.251,10453.246,11490.022,13730.883,15855.122,14372.182,13676.692,14619.948,13417.796,13948.875,13976.056,12070.738,12548.245,13556.318,15009.085,15089.373,14231.063,17770.9,18305.03,20876.461,22519.933,23769.046,25049.899,26143.692,27284.11,73,2328318,4067500,23.82014212299976,16.06,16.06
Haiti,2000,8.408,6813565983,447.907,484.33,494.856,521.763,567.915,619.461,676.077,327.179,212.61,192.614,240.23,211.528,124.533,147.025,397.214,618.383,626.299,706.797,773.837,847.945,794.059,720.822,684.333,540.556,660.218,773.35,794.79,991.684,1074.359,1168.747,1175.199,1269.346,1316.496,1408.807,1408.669,1359.209,1263.434,1337.16,1441.864,1277.213,1235.476,1765.242,1702.001,2125.315,2263.489,2389.416,2517.058,2636.178,2756.598,414,6328948,11263077,22.642181459263714,8.408,8.408
Hungary,2000,6.56,47218411470,2151.468,2207.127,2249.984,2046.399,1989.904,2022.961,2338.799,2582.848,2838.561,2909.703,3312.337,3350.243,3733.447,3871.071,4170.572,4491.216,4520.761,4591.492,4738.016,4786.245,4619.293,5269.607,6644.61,8409.098,10291.667,11211.246,11483.141,13926.753,15761.631,13066.422,13199.056,14214.126,12969.621,13693.038,14279.016,12700.301,13083.4,14606.266,16421.113,16782.01,16093.626,18731.858,18579.077,21075.621,23008.493,24760.243,26511.267,28146.594,29875.321,107,6999582,9769949,24.578049726995975,6.56,6.56
IBRD only,2000,6.450591961,5839440000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.395656017759947,6.450591961,6.450591961
IDA & IBRD total,2000,6.08928547,6392240000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.48610587062132,6.08928547,6.08928547
IDA total,2000,4.446530468,553225000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.03903062732834,4.446530468,4.446530468
IDA blend,2000,3.705880681,206737000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.05471329100149,3.705880681,3.705880681
Indonesia,2000,6.08,165021000000,673.239,736.992,741.946,659.474,672.201,658.217,610.234,562.902,621.934,696.874,770.757,847.573,907.767,1013.057,1115.613,1254.023,1394.497,1308.114,572.09,829.574,870.154,834.139,1002.907,1186.845,1280.696,1403.876,1764.79,2064.232,2418.043,2464.956,3178.133,3688.531,3744.53,3684,3533.606,3367.691,3605.721,3885.465,3947.248,4194.086,3932.332,4362.677,4798.118,5108.944,5509.133,5914.675,6336.512,6787.166,7228.285,151,151509724,270203917,25.829338575475777,6.08,6.08
IDA only,2000,4.775557306,347409000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.57376859715359,4.775557306,4.775557306
India,2000,7.77,468395000000,271.858,275.696,279.135,297.722,282.55,304.544,316.779,347.854,359.403,353.555,375.216,309.179,323.128,306.788,352.298,380.181,406.589,422.203,419.77,448.695,449.787,457.8,477.068,553.382,635.054,722.492,809.568,1041.194,1014.387,1115.829,1377.109,1449.604,1434.018,1438.057,1559.864,1590.174,1714.28,1957.97,1974.378,2050.163,1913.22,2238.127,2391.866,2612.454,2847.558,3101.764,3374.802,3668.201,3985.049,464,471031528,1366417754,26.872577793975935,7.77,7.77
Ireland,2000,4.32,100208000000,6251.855,5886.037,6077.801,5839.504,5591.496,5934.214,7992.7,9418.976,10364.701,10754.01,13644.023,13747.422,15331.031,14261.995,15454.484,19085.723,20780.222,22467.346,24201.139,26231.557,26184.69,28119.305,32481.584,40939.729,47388.8,50476.482,53738.836,60770.189,60989.842,51943.659,48620.625,52159.122,48918.729,51422.864,55651.915,62027.653,62556.626,69864.671,79184.608,80613.712,85786.688,101983.636,103311.007,112247.706,117979.495,123692.736,128311.884,132358.008,136521.267,NA,NA,NA,25.330513862729468,4.32,4.32
"Iran, Islamic Rep.",2000,11.582,109592000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4200302160955,11.582,11.582
Iraq,2000,8.752,48364250944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.655,1373.738,1828.738,2321.258,3090.851,4472.118,3701.862,4473.71,5848.537,6692.576,7021.406,6704.313,5044.624,4639.496,5178.921,5959.102,5945.438,4520.087,5011.973,6181.343,5882.894,6104.35,6175.752,6227.981,6257.888,6297.618,93,27783368,39309783,24.60202676089767,8.752,8.752
Iceland,2000,1.94,9025660362,15129.182,15449.046,14003.083,11857.373,12130.436,12506.275,16571.593,22776.756,24820.302,22627.388,25629.431,27159.576,27357.171,23725.669,24117.987,26682.487,27713.605,28048.848,31219.801,32577.642,32344.364,29061.339,32516.441,39620.411,47579.937,57405.559,58238.886,70375.326,57296.251,41188.906,43293.021,47798.807,46159.8,50100.084,54864.159,53227.627,62530.419,73085.132,75364.793,69137.161,59224.829,69404.808,74590.512,78836.851,87865.325,95084.285,101431.668,108055.756,115324.59,3,339110,361313,22.92333750879325,1.94,1.94
Israel,2000,11.1,136035000000,6356.512,6687.246,7040.572,7688.749,7186.116,6562.369,7955.128,9349.086,11391.527,11394.325,13035.678,13924.043,15021.162,14708.299,16367.635,18927.89,20153.193,20410.422,20119.211,19766.941,21641.299,20918.337,19044.915,19634.852,20565.767,21233.796,22501.119,25647.697,30182.526,28330.228,31278.046,34366.858,32928.736,36589.285,37856.528,35768.612,37197.25,40603.843,41834.032,43723.256,44320.723,51804.704,54336.836,53195.879,54058.941,55961.461,57842.247,59699.32,61607.904,400,8374393,9053300,25.63617804251405,11.1,11.1
Italy,2000,10.83,1146680000000,8496.811,7693.059,7596.908,7878.146,7783.391,8034.389,11377.32,14280.593,15817.576,16439.473,20500.667,21636.193,22947.484,18437.044,19009.467,20675.341,23094.404,21858.43,22348.031,22029.683,20153.051,20505.923,22386.279,27580.477,31342.833,32031.426,33448.106,37828.34,40818.985,36982.806,35815.615,38276.034,34743.751,35534.99,35836.183,30463.696,31190.794,32648.756,34917.563,33628.161,31784.806,35717.376,34084.518,37146.233,38925.888,40437.245,41901.781,43159.107,44389.513,206,42651966,60297396,27.76789192648512,10.83,10.83
Jamaica,2000,6.959,9005064475,1214.379,1310.503,1479.509,1289.23,948,878.359,1034.771,1158.596,1372.734,1588.557,1971.695,1799.773,1804.411,2249.32,2234.803,2660.153,2975.134,3347.367,3467.544,3473.435,3510.575,3529.711,3709.572,3586.441,3855.674,4241.399,4494.63,4829.296,5134.246,4507.186,4894.369,5332.52,5448.456,5238.147,5105.511,5204.825,5183.462,5413.03,5729.757,5781.785,5072.599,5354.83,6197.798,6830.87,7310.19,7644.159,7920.156,8190.828,8472.252,273,1650594,2948279,22.921052975459858,6.959,6.959
Jordan,2000,13.7,8460789845,1653.682,1791.619,1838.64,1854.028,1796.871,1735.414,2137.293,2169.214,1954.276,1258.87,1174.149,1162.754,1358.364,1336.326,1433.166,1472.951,1490.495,1524.003,1651.099,1672.246,1703.235,1776.461,1875.33,1946.117,2109.381,2277.942,2636.265,2870.639,3454.309,3559.692,3736.645,3852.891,3915.87,4050.139,4137.283,4169.988,4181.255,4257.908,4358.324,4411.72,4277.259,4399.645,4613.062,4850.663,5101.946,5376.491,5656.979,5943.186,6139.45,115,9213048,10101694,22.8587083684997,13.7,13.7
